State;East-West;The first most important problem;The second most important problem;Party;Gender;Age;Reasearch Year
Sachsen;East;Pensions/old people/provision for old age;Social gap between rich and poor;NPD;Male;50-59;2017
Nordrhein-Westfalen;West;Diesel scandal/automobile industry/driving bans;Rents/housing market;CDU/CSU;Male;50-59;2017
Sachsen;East;Foreigners/immigration/asylum-seekers/asylum;Family/children/youth;CDU/CSU;Female;70+;2017
Sachsen-Anhalt;East;Foreigners/immigration/asylum-seekers/asylum;Health care system/nursing care insurance;CDU/CSU;Female;70+;2017
Hessen;West;Europe/EU/Euro crisis/Brexit/Italy/Greece/France;Foreigners/immigration/asylum-seekers/asylum;CDU/CSU;Female;50-59;2017
Bremen;West;Wages/regulation of working hours;Pensions/old people/provision for old age;FDP;Male;50-59;2017
Berlin-East;East;Unemployment/jobs;Foreigners/immigration/asylum-seekers/asylum;No response;Male;50-59;2017
Schleswig-Holstein;West;School/education/PISA;Foreigners/immigration/asylum-seekers/asylum;No response;Male;50-59;2017
Baden-Württemberg;West;Energy transition/renewable energies;Environmental protection/climate/climate change;Grünen;Male;50-59;2017
Niedersachsen;West;Peace/détente (East-West);Cutbacks of social benefits/Hartz IV;CDU/CSU;Female;70+;2017
Hessen;West;Right-wing radicals/right-wing extremists/NPD/anti-Semitism;Other problems;No response;Male;45-49;2017
Thüringen;East;Morality/values;Foreigners/immigration/asylum-seekers/asylum;Grünen;Female;25-29;2017
Hessen;West;Foreigners/immigration/asylum-seekers/asylum;Energy transition/renewable energies;CDU/CSU;Male;60-69;2017
Nordrhein-Westfalen;West;Foreigners/immigration/asylum-seekers/asylum;North Korea/crisis;CDU/CSU;Male;50-59;2017
Sachsen-Anhalt;East;(Lack of) cohesion in society/division in society;Social gap between rich and poor;Linke;Female;70+;2017
Baden-Württemberg;West;Pensions/old people/provision for old age;Unemployment/jobs;SPD;Male;50-59;2017
Brandemburg;East;Foreigners/immigration/asylum-seekers/asylum;Europe/EU/Euro crisis/Brexit/Italy/Greece/France;CDU/CSU;Female;60-69;2017
Baden-Württemberg;West;Social gap between rich and poor;School/education/PISA;Linke;Male;60-69;2017
Thüringen;East;Peace/détente (East-West);Unemployment/jobs;No response;Female;70+;2017
Nordrhein-Westfalen;West;Pensions/old people/provision for old age;Foreigners/immigration/asylum-seekers/asylum;FDP;Female;50-59;2017
Nordrhein-Westfalen;West;Pensions/old people/provision for old age;School/education/PISA;CDU/CSU;Female;18-20;2017
Nordrhein-Westfalen;West;School/education/PISA;Family/children/youth;CDU/CSU;Female;35-39;2017
Sachsen-Anhalt;East;Law and order/crime;School/education/PISA;No response;Female;45-49;2017
Sachsen-Anhalt;East;Social gap between rich and poor;School/education/PISA;No response;Female;30-34;2017
Niedersachsen;West;Social gap between rich and poor;Foreigners/immigration/asylum-seekers/asylum;No response;Male;25-29;2017
Sachsen;East;Health care system/nursing care insurance;Disenchantment with political parties and politics/politics in general/political affairs;SPD;Female;70+;2017
Rheinland-Pflaz;West;Health care system/nursing care insurance;Foreigners/immigration/asylum-seekers/asylum;SPD;Female;25-29;2017
Baden-Württemberg;West;Pensions/old people/provision for old age;Social gap between rich and poor;SPD;Female;60-69;2017
Nordrhein-Westfalen;West;Foreigners/immigration/asylum-seekers/asylum;Pensions/old people/provision for old age;CDU/CSU;Female;50-59;2017
Berlin-East;East;Foreigners/immigration/asylum-seekers/asylum;Pensions/old people/provision for old age;CDU/CSU;Female;40-44;2017
Sachsen;East;School/education/PISA;Social gap between rich and poor;Grünen;Male;70+;2017
Nordrhein-Westfalen;West;Pensions/old people/provision for old age;Foreigners/immigration/asylum-seekers/asylum;AfD;Male;50-59;2017
Rheinland-Pflaz;West;Foreigners/immigration/asylum-seekers/asylum;Pensions/old people/provision for old age;No response;Male;50-59;2017
Nordrhein-Westfalen;West;Social gap between rich and poor;Law and order/crime;Linke;Male;60-69;2017
Sachsen;East;Social gap between rich and poor;No response;Linke;Male;35-39;2017
Brandemburg;East;Pensions/old people/provision for old age;Foreigners/immigration/asylum-seekers/asylum;No response;Male;50-59;2017
Hessen;West;Other problems;Unemployment/jobs;SPD;Female;70+;2017
Mecklenburg-Vorpommern;East;Unemployment/jobs;Terrorism;Linke;Female;60-69;2017
Saarland;West;Foreigners/immigration/asylum-seekers/asylum;Social gap between rich and poor;Grünen;Female;60-69;2017
Sachsen;East;Pensions/old people/provision for old age;Health care system/nursing care insurance;CDU/CSU;Female;70+;2017
Hessen;West;No response;No response;No response;Female;45-49;2017
Baden-Württemberg;West;Law and order/crime;AfD/Pegida/xenophobia/right-wing populism;CDU/CSU;Male;45-49;2017
Sachsen;East;No response;No response;Grünen;Male;70+;2017
Bayern;West;Social gap between rich and poor;Energy transition/renewable energies;Grünen;Female;35-39;2017
Sachsen;East;No response;No response;No response;Male;35-39;2017
Sachsen;East;Law and order/crime;School/education/PISA;Linke;Female;60-69;2017
Nordrhein-Westfalen;West;Law and order/crime;School/education/PISA;FDP;Male;60-69;2017
Nordrhein-Westfalen;West;Taxes/tax rises;Social gap between rich and poor;No response;Female;60-69;2017
Niedersachsen;West;Foreigners/immigration/asylum-seekers/asylum;No response;SPD;Male;60-69;2017
Hessen;West;Social gap between rich and poor;Rents/housing market;SPD;Male;45-49;2017
Mecklenburg-Vorpommern;East;North Korea/crisis;AfD/Pegida/xenophobia/right-wing populism;SPD;Female;70+;2017
Nordrhein-Westfalen;West;No response;No response;No response;Female;60-69;2017
Bayern;West;Foreigners/immigration/asylum-seekers/asylum;Morality/values;FDP;Male;40-44;2017
Nordrhein-Westfalen;West;No response;No response;Linke;Male;50-59;2017
Hessen;West;Peace/détente (East-West);No response;SPD;Female;70+;2017
Nordrhein-Westfalen;West;Social gap between rich and poor;Europe/EU/Euro crisis/Brexit/Italy/Greece/France;FDP;Male;60-69;2017
Bremen;West;Foreigners/immigration/asylum-seekers/asylum;Pensions/old people/provision for old age;CDU/CSU;Female;70+;2017
Bayern;West;Foreigners/immigration/asylum-seekers/asylum;Terrorism;No response;Female;60-69;2017
Thüringen;East;Foreigners/immigration/asylum-seekers/asylum;Social gap between rich and poor;FDP;Male;50-59;2017
Berlin-East;East;Other problems;(Lack of) cohesion in society/division in society;Linke;Female;45-49;2017
Baden-Württemberg;West;Peace/détente (East-West);No response;CDU/CSU;Female;45-49;2017
Berlin-East;East;Foreigners/immigration/asylum-seekers/asylum;Terrorism;No response;Male;50-59;2017
Nordrhein-Westfalen;West;Family/children/youth;Foreigners/immigration/asylum-seekers/asylum;No response;Female;25-29;2017
Bayern;West;Foreigners/immigration/asylum-seekers/asylum;No response;Grünen;Female;18-20;2017
Niedersachsen;West;No response;No response;CDU/CSU;Male;40-44;2017
Hamburg;West;Foreigners/immigration/asylum-seekers/asylum;Diesel scandal/automobile industry/driving bans;AfD;Male;50-59;2017
Bayern;West;Pensions/old people/provision for old age;Family/children/youth;CDU/CSU;Female;60-69;2017
Brandemburg;East;Foreigners/immigration/asylum-seekers/asylum;Pensions/old people/provision for old age;CDU/CSU;Male;60-69;2017
Sachsen;East;Law and order/crime;No response;CDU/CSU;Male;60-69;2017
Baden-Württemberg;West;Pensions/old people/provision for old age;Health care system/nursing care insurance;SPD;Male;70+;2017
Bayern;West;Foreigners/immigration/asylum-seekers/asylum;School/education/PISA;CDU/CSU;Male;70+;2017
Mecklenburg-Vorpommern;East;Foreigners/immigration/asylum-seekers/asylum;Pensions/old people/provision for old age;No response;Female;50-59;2017
Brandemburg;East;Social gap between rich and poor;German unity: problems/financing/emigration/relation east-west;No response;Male;70+;2017
Nordrhein-Westfalen;West;Unemployment/jobs;Pensions/old people/provision for old age;CDU/CSU;Female;60-69;2017
Bayern;West;Pensions/old people/provision for old age;Foreigners/immigration/asylum-seekers/asylum;FDP;Female;60-69;2017
Schleswig-Holstein;West;Foreigners/immigration/asylum-seekers/asylum;No response;CDU/CSU;Female;60-69;2017
Baden-Württemberg;West;Foreigners/immigration/asylum-seekers/asylum;Social gap between rich and poor;CDU/CSU;Male;50-59;2017
Bayern;West;Foreigners/immigration/asylum-seekers/asylum;No response;No response;Male;45-49;2017
Baden-Württemberg;West;No response;No response;No response;Male;70+;2017
Hamburg;West;Morality/values;No response;No response;Female;50-59;2017
Berlin-East;East;School/education/PISA;Pensions/old people/provision for old age;No response;Male;70+;2017
Sachsen;East;Foreigners/immigration/asylum-seekers/asylum;Rents/housing market;SPD;Male;60-69;2017
Sachsen;East;Pensions/old people/provision for old age;Rents/housing market;No response;Female;70+;2017
Brandemburg;East;Economic recovery/situation;Foreigners/immigration/asylum-seekers/asylum;AfD;Male;50-59;2017
Nordrhein-Westfalen;West;AfD/Pegida/xenophobia/right-wing populism;Social gap between rich and poor;SPD;Female;60-69;2017
Bayern;West;Foreigners/immigration/asylum-seekers/asylum;Taxes/tax rises;No response;Male;30-34;2017
Nordrhein-Westfalen;West;School/education/PISA;Foreigners/immigration/asylum-seekers/asylum;CDU/CSU;Female;50-59;2017
Bayern;West;Foreigners/immigration/asylum-seekers/asylum;Social gap between rich and poor;SPD;Female;70+;2017
Bayern;West;Law and order/crime;Peace/détente (East-West);CDU/CSU;Male;70+;2017
Bayern;West;Social gap between rich and poor;Disenchantment with political parties and politics/politics in general/political affairs;No response;Male;30-34;2017
Sachsen;East;Environmental protection/climate/climate change;Social gap between rich and poor;Grünen;Female;45-49;2017
Berlin-East;East;Morality/values;Family/children/youth;SPD;Female;70+;2017
Rheinland-Pflaz;West;Social gap between rich and poor;Foreigners/immigration/asylum-seekers/asylum;SPD;Male;60-69;2017
Baden-Württemberg;West;Social gap between rich and poor;Foreigners/immigration/asylum-seekers/asylum;Another party;Male;50-59;2017
Bremen;West;Foreigners/immigration/asylum-seekers/asylum;School/education/PISA;AfD;Male;18-20;2017
Baden-Württemberg;West;Pensions/old people/provision for old age;Social gap between rich and poor;CDU/CSU;Male;50-59;2017
Rheinland-Pflaz;West;No response;No response;Grünen;Male;60-69;2017
Nordrhein-Westfalen;West;School/education/PISA;Pensions/old people/provision for old age;FDP;Female;50-59;2017
Nordrhein-Westfalen;West;Foreigners/immigration/asylum-seekers/asylum;Pensions/old people/provision for old age;No response;Male;60-69;2017
Nordrhein-Westfalen;West;Foreigners/immigration/asylum-seekers/asylum;No response;CDU/CSU;Female;70+;2017
Brandemburg;East;Social gap between rich and poor;Health care system/nursing care insurance;CDU/CSU;Male;70+;2017
Thüringen;East;No response;No response;CDU/CSU;Female;70+;2017
Thüringen;East;Foreigners/immigration/asylum-seekers/asylum;Internet security/hackers;SPD;Male;35-39;2017
Nordrhein-Westfalen;West;Other problems;Other problems;Grünen;Female;60-69;2017
Bayern;West;School/education/PISA;No response;FDP;Male;18-20;2017
Baden-Württemberg;West;Social gap between rich and poor;Environmental protection/climate/climate change;Grünen;Female;21-24;2017
Nordrhein-Westfalen;West;Foreigners/immigration/asylum-seekers/asylum;Pensions/old people/provision for old age;CDU/CSU;Female;50-59;2017
Baden-Württemberg;West;School/education/PISA;Social gap between rich and poor;SPD;Female;30-34;2017
Nordrhein-Westfalen;West;Pensions/old people/provision for old age;Health care system/nursing care insurance;CDU/CSU;Female;60-69;2017
Brandemburg;East;Foreigners/immigration/asylum-seekers/asylum;Economic recovery/situation;SPD;Male;70+;2017
Bayern;West;Foreigners/immigration/asylum-seekers/asylum;Foreigners/immigration/asylum-seekers/asylum;No response;Male;45-49;2017
Sachsen;East;Foreigners/immigration/asylum-seekers/asylum;Pensions/old people/provision for old age;FDP;Female;70+;2017
Nordrhein-Westfalen;West;Pensions/old people/provision for old age;Foreigners/immigration/asylum-seekers/asylum;No response;Female;50-59;2017
Hamburg;West;Foreigners/immigration/asylum-seekers/asylum;Social gap between rich and poor;No response;Female;21-24;2017
Sachsen;East;Foreigners/immigration/asylum-seekers/asylum;Unemployment/jobs;AfD;Male;40-44;2017
Bayern;West;Disenchantment with political parties and politics/politics in general/political affairs;Environmental protection/climate/climate change;Linke;Female;35-39;2017
Baden-Württemberg;West;Pensions/old people/provision for old age;Social gap between rich and poor;No response;Male;50-59;2017
Bayern;West;Foreigners/immigration/asylum-seekers/asylum;EU accession of Turkey;Linke;Male;18-20;2017
Thüringen;East;Disputes in the government/coalition;Cutbacks of social benefits/Hartz IV;Linke;Male;70+;2017
Bayern;West;Foreigners/immigration/asylum-seekers/asylum;No response;FDP;Male;60-69;2017
Hamburg;West;Foreigners/immigration/asylum-seekers/asylum;Environmental protection/climate/climate change;Grünen;Male;30-34;2017
Nordrhein-Westfalen;West;Pensions/old people/provision for old age;Foreigners/immigration/asylum-seekers/asylum;SPD;Female;60-69;2017
Bayern;West;Foreigners/immigration/asylum-seekers/asylum;Traffic problems/roadworks/toll;SPD;Male;60-69;2017
Bayern;West;Foreigners/immigration/asylum-seekers/asylum;Environmental protection/climate/climate change;Grünen;Female;21-24;2017
Mecklenburg-Vorpommern;East;Foreigners/immigration/asylum-seekers/asylum;School/education/PISA;SPD;Male;40-44;2017
Baden-Württemberg;West;No response;No response;No response;Male;35-39;2017
Bayern;West;Foreigners/immigration/asylum-seekers/asylum;Wages/regulation of working hours;CDU/CSU;Male;45-49;2017
Bayern;West;Foreigners/immigration/asylum-seekers/asylum;Social gap between rich and poor;AfD;Male;60-69;2017
Baden-Württemberg;West;Social gap between rich and poor;Wages/regulation of working hours;CDU/CSU;Female;30-34;2017
Bayern;West;Social gap between rich and poor;Health care system/nursing care insurance;SPD;Female;50-59;2017
Sachsen;East;Economic recovery/situation;Law and order/crime;CDU/CSU;Male;60-69;2017
Sachsen;East;Right-wing radicals/right-wing extremists/NPD/anti-Semitism;Other problems;CDU/CSU;Female;70+;2017
Bayern;West;Environmental protection/climate/climate change;No response;No response;Male;50-59;2017
Baden-Württemberg;West;Pensions/old people/provision for old age;Health care system/nursing care insurance;Linke;Female;50-59;2017
Sachsen-Anhalt;East;Foreigners/immigration/asylum-seekers/asylum;Pensions/old people/provision for old age;Linke;Female;60-69;2017
Berlin-East;East;School/education/PISA;Law and order/crime;CDU/CSU;Female;30-34;2017
Bayern;West;Social gap between rich and poor;Pensions/old people/provision for old age;SPD;Male;50-59;2017
Sachsen;East;Unemployment/jobs;No response;CDU/CSU;Male;50-59;2017
Bayern;West;Pensions/old people/provision for old age;Foreigners/immigration/asylum-seekers/asylum;CDU/CSU;Male;50-59;2017
Hessen;West;Pensions/old people/provision for old age;Foreigners/immigration/asylum-seekers/asylum;No response;Female;60-69;2017
Mecklenburg-Vorpommern;East;Pensions/old people/provision for old age;Social gap between rich and poor;CDU/CSU;Female;60-69;2017
Mecklenburg-Vorpommern;East;Wages/regulation of working hours;Law and order/crime;CDU/CSU;Male;60-69;2017
Bayern;West;Foreigners/immigration/asylum-seekers/asylum;Unemployment/jobs;CDU/CSU;Female;70+;2017
Nordrhein-Westfalen;West;Social gap between rich and poor;Peace/détente (East-West);FDP;Female;70+;2017
